PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,,pts_diff,fg_pct_diff,ft_pct_diff,fg3_pct_diff,ast_diff,reb_diff
90,0.395,0.711,0.158,7,52,1610612747,95,0.435,0.65,0.308,18,38,0,,-5,-0.04,0.061,-0.15,-11,14
94,0.416,0.793,0.538,23,42,1610612745,82,0.403,0.696,0.4,17,37,1,,12,0.013,0.097,0.138,6,5
96,0.411,0.643,0.211,21,47,1610612744,105,0.521,0.88,0.438,18,40,0,,-9,-0.11,-0.237,-0.227,3,7
103,0.521,0.792,0.421,24,38,1610612753,91,0.441,0.639,0.444,20,34,1,,12,0.08,0.153,-0.023,4,4
105,0.433,0.613,0.348,23,46,1610612743,106,0.429,0.864,0.321,18,53,0,,-1,0.004,-0.251,0.027,5,-7
93,0.402,0.75,0.364,29,46,1610612764,85,0.403,0.692,0.238,13,51,1,,8,-0.001,0.058,0.126,16,-5
100,0.422,0.6,0.316,26,58,1610612744,95,0.386,0.84,0.24,16,39,1,,5,0.036,-0.24,0.076,10,19
104,0.519,0.87,0.286,17,36,1610612762,102,0.447,0.674,0.455,19,41,1,,2,0.072,0.196,-0.169,-2,-5
97,0.493,0.625,0.364,17,37,1610612755,99,0.442,0.69,0.429,13,40,0,,-2,0.051,-0.065,-0.065,4,-3
110,0.53,0.857,0.211,28,43,1610612750,76,0.388,0.571,0.316,15,41,1,,34,0.142,0.286,-0.105,13,2
98,0.456,0.846,0.385,24,34,1610612745,116,0.484,0.737,0.455,29,50,0,,-18,-0.028,0.109,-0.07,-5,-16
103,0.494,0.692,0.4,26,41,1610612766,99,0.506,0.563,0.444,24,34,1,,4,-0.012,0.129,-0.044,2,7
99,0.451,0.769,0.385,25,52,1610612746,90,0.463,0.75,0.556,22,33,1,,9,-0.012,0.019,-0.171,3,19
122,0.523,0.724,0.44,32,41,1610612761,103,0.4,0.867,0.263,10,49,1,,19,0.123,-0.143,0.177,22,-8
107,0.443,0.786,0.462,25,46,1610612741,82,0.355,0.667,0.364,15,40,1,,25,0.088,0.119,0.098,10,6
101,0.455,0.857,0.273,23,37,1610612747,106,0.489,0.75,0.313,26,47,0,,-5,-0.034,0.107,-0.04,-3,-10
92,0.446,0.773,0.375,14,33,1610612737,97,0.452,0.8,0.583,24,49,0,,-5,-0.006,-0.027,-0.208,-10,-16
105,0.5,0.686,0.412,27,41,1610612752,95,0.409,0.536,0.364,16,50,1,,10,0.091,0.15,0.048,11,-9
94,0.455,0.625,0.333,21,37,1610612762,113,0.532,0.765,0.5,25,40,0,,-19,-0.077,-0.14,-0.167,-4,-3
94,0.42,0.8,0.167,22,45,1610612763,67,0.338,0.652,0.235,11,44,1,,27,0.082,0.148,-0.068,11,1
131,0.538,0.828,0.5,24,50,1610612754,118,0.451,0.719,0.371,27,39,1,,13,0.087,0.109,0.129,-3,11
102,0.551,0.783,0.5,21,40,1610612746,89,0.43,0.632,0.231,24,38,1,,13,0.121,0.151,0.269,-3,2
99,0.453,0.759,0.36,25,43,1610612743,96,0.456,0.76,0.25,18,39,1,,3,-0.003,-0.001,0.11,7,4
123,0.56,0.905,0.588,33,35,1610612761,115,0.495,0.833,0.5,32,39,1,,8,0.065,0.072,0.088,1,-4
103,0.465,0.69,0.231,23,43,1610612751,107,0.46,0.767,0.364,23,50,0,,-4,0.005,-0.077,-0.133,0,-7
94,0.415,0.767,0.25,15,49,1610612747,90,0.45,0.667,0.133,17,47,1,,4,-0.035,0.1,0.117,-2,2
112,0.366,0.735,0.25,25,63,1610612745,111,0.402,0.68,0.353,27,56,1,,1,-0.036,0.055,-0.103,-2,7
84,0.386,0.692,0.269,22,47,1610612741,95,0.416,0.762,0.357,21,47,0,,-11,-0.03,-0.07,-0.088,1,0
98,0.435,0.786,0.417,20,40,1610612762,92,0.461,0.76,0.429,21,41,1,,6,-0.026,0.026,-0.012,-1,-1
114,0.519,0.861,0.091,28,42,1610612748,111,0.465,0.857,0.333,24,32,1,,3,0.054,0.004,-0.242,4,10
102,0.457,0.778,0.429,27,39,1610612755,85,0.346,0.848,0.25,18,55,1,,17,0.111,-0.07,0.179,9,-16
85,0.493,0.619,0.286,18,37,1610612765,87,0.403,0.87,0.45,14,34,0,,-2,0.09,-0.251,-0.164,4,3
108,0.562,0.72,0.444,17,41,1610612739,90,0.438,0.619,0.35,16,33,1,,18,0.124,0.101,0.094,1,8
89,0.486,0.684,0.444,21,40,1610612758,102,0.487,0.783,0.5,25,32,0,,-13,-0.001,-0.099,-0.056,-4,8
88,0.44,0.8,0.4,17,40,1610612759,85,0.414,0.778,0.214,21,44,1,,3,0.026,0.022,0.186,-4,-4
98,0.448,0.765,0.368,22,45,1610612744,111,0.488,0.818,0.478,24,40,0,,-13,-0.04,-0.053,-0.11,-2,5
92,0.341,0.677,0.375,22,49,1610612753,97,0.41,0.846,0.412,16,49,0,,-5,-0.069,-0.169,-0.037,6,0
108,0.46,0.88,0.375,19,49,1610612756,105,0.524,0.842,0.429,27,35,1,,3,-0.064,0.038,-0.054,-8,14
101,0.506,0.765,0.476,25,40,1610612761,96,0.5,0.8,0.5,23,35,1,,5,0.006,-0.035,-0.024,2,5
93,0.424,0.842,0.357,18,46,1610612740,107,0.489,0.6,0.522,27,42,0,,-14,-0.065,0.242,-0.165,-9,4
101,0.506,0.731,0.267,27,45,1610612758,106,0.455,0.821,0.619,23,31,0,,-5,0.051,-0.09,-0.352,4,14
91,0.481,0.706,0.25,27,41,1610612747,103,0.43,0.821,0.273,29,52,0,,-12,0.051,-0.115,-0.023,-2,-11
77,0.39,0.857,0.357,23,50,1610612761,80,0.375,0.654,0.2,19,43,0,,-3,0.015,0.203,0.157,4,7
116,0.576,0.72,0.333,25,38,1610612762,111,0.482,0.69,0.25,26,32,1,,5,0.094,0.03,0.083,-1,6
104,0.4,0.781,0.176,25,50,1610612749,99,0.424,0.727,0.2,22,53,1,,5,-0.024,0.054,-0.024,3,-3
92,0.38,0.778,0.286,16,40,1610612754,119,0.583,1,0.478,29,44,0,,-27,-0.203,-0.222,-0.192,-13,-4
91,0.372,0.738,0.25,17,49,1610612750,87,0.384,0.739,0.235,15,45,1,,4,-0.012,-0.001,0.015,2,4
117,0.518,0.69,0.31,23,35,1610612744,125,0.534,0.8,0.292,24,52,0,,-8,-0.016,-0.11,0.018,-1,-17
111,0.525,0.92,0.25,27,41,1610612753,108,0.524,0.75,0.357,20,37,1,,3,0.001,0.17,-0.107,7,4
95,0.459,0.8,0.217,23,49,1610612756,100,0.468,0.815,0.333,24,38,0,,-5,-0.009,-0.015,-0.116,-1,11
88,0.418,0.75,0.35,21,36,1610612740,76,0.408,0.714,0.154,14,47,1,,12,0.01,0.036,0.196,7,-11
109,0.506,0.833,0.389,23,47,1610612744,87,0.418,0.652,0.273,23,32,1,,22,0.088,0.181,0.116,0,15
77,0.389,0.737,0.389,16,42,1610612738,90,0.493,0.563,0.389,18,35,0,,-13,-0.104,0.174,0,-2,7
105,0.487,0.76,0.4,26,31,1610612757,116,0.545,0.737,0.375,24,41,0,,-11,-0.058,0.023,0.025,2,-10
113,0.537,0.773,0.417,30,44,1610612746,92,0.388,0.742,0.333,17,44,1,,21,0.149,0.031,0.084,13,0
92,0.42,0.882,0.409,20,41,1610612758,79,0.433,0.609,0.35,20,44,1,,13,-0.013,0.273,0.059,0,-3
93,0.485,0.733,0.417,24,33,1610612766,84,0.485,0.593,0.286,18,37,1,,9,0,0.14,0.131,6,-4
119,0.512,0.771,0.32,25,45,1610612763,123,0.529,0.808,0.375,26,34,0,,-4,-0.017,-0.037,-0.055,-1,11
94,0.421,0.667,0.273,14,48,1610612751,86,0.463,0.438,0.313,20,37,1,,8,-0.042,0.229,-0.04,-6,11
103,0.467,0.811,0.214,23,38,1610612754,106,0.447,0.688,0.32,21,42,0,,-3,0.02,0.123,-0.106,2,-4
86,0.427,0.826,0.25,23,39,1610612755,92,0.386,0.821,0.357,15,45,0,,-6,0.041,0.005,-0.107,8,-6
101,0.407,0.833,0.522,24,49,1610612756,98,0.475,0.875,0.4,28,41,1,,3,-0.068,-0.042,0.122,-4,8
95,0.429,0.909,0.409,26,38,1610612750,92,0.463,0.846,0.417,24,39,1,,3,-0.034,0.063,-0.008,2,-1
83,0.408,0.789,0.316,16,40,1610612742,96,0.507,0.944,0.467,21,29,0,,-13,-0.099,-0.155,-0.151,-5,11
102,0.488,0.692,0.5,30,43,1610612743,91,0.474,0.867,0.4,23,29,1,,11,0.014,-0.175,0.1,7,14
96,0.493,0.8,0.286,24,40,1610612760,75,0.329,0.826,0.364,17,37,1,,21,0.164,-0.026,-0.078,7,3
99,0.514,0.667,0.438,23,31,1610612758,109,0.537,0.857,0.417,27,39,0,,-10,-0.023,-0.19,0.021,-4,-8
93,0.433,0.6,0.409,27,41,1610612761,104,0.457,0.87,0.476,25,46,0,,-11,-0.024,-0.27,-0.067,2,-5
104,0.467,0.867,0.4,19,41,1610612749,82,0.43,0.769,0.211,20,42,1,,22,0.037,0.098,0.189,-1,-1
87,0.456,0.5,0.263,24,36,1610612753,103,0.536,0.579,0.292,20,45,0,,-16,-0.08,-0.079,-0.029,4,-9
105,0.487,0.71,0.278,27,45,1610612739,97,0.469,0.875,0.304,21,35,1,,8,0.018,-0.165,-0.026,6,10
91,0.452,0.724,0.267,21,45,1610612737,81,0.355,0.771,0,12,47,1,,10,0.097,-0.047,0.267,9,-2
91,0.405,0.955,0.273,15,48,1610612746,98,0.432,0.694,0.333,21,41,0,,-7,-0.027,0.261,-0.06,-6,7
88,0.393,0.692,0.2,19,42,1610612760,99,0.435,0.857,0.071,20,50,0,,-11,-0.042,-0.165,0.129,-1,-8
101,0.47,0.857,0.313,26,46,1610612752,96,0.414,0.762,0.533,23,43,1,,5,0.056,0.095,-0.22,3,3
89,0.473,0.8,0.375,22,45,1610612740,80,0.357,0.833,0.263,12,46,1,,9,0.116,-0.033,0.112,10,-1
99,0.441,0.804,0.182,17,39,1610612762,91,0.394,0.739,0,21,50,1,,8,0.047,0.065,0.182,-4,-11
108,0.444,0.8,0.48,19,43,1610612747,106,0.424,0.757,0.353,20,53,1,,2,0.02,0.043,0.127,-1,-10
91,0.466,0.714,0.381,22,36,1610612764,104,0.456,0.722,0.409,19,48,0,,-13,0.01,-0.008,-0.028,3,-12
102,0.432,0.714,0.286,20,50,1610612759,97,0.41,0.769,0.371,25,46,1,,5,0.022,-0.055,-0.085,-5,4
92,0.434,0.8,0.375,23,42,1610612742,76,0.385,0.6,0.286,17,44,1,,16,0.049,0.2,0.089,6,-2
98,0.459,0.806,0.5,22,41,1610612750,94,0.444,0.64,0.353,24,36,1,,4,0.015,0.166,0.147,-2,5
108,0.5,0.71,0.462,26,44,1610612746,103,0.449,0.774,0.409,21,39,1,,5,0.051,-0.064,0.053,5,5
117,0.557,0.9,0.458,30,39,1610612741,102,0.427,0.958,0.3,23,37,1,,15,0.13,-0.058,0.158,7,2
90,0.391,0.938,0.273,16,33,1610612758,78,0.443,0.917,0.278,15,35,1,,12,-0.052,0.021,-0.005,1,-2
110,0.474,0.7,0.286,17,47,1610612760,117,0.58,0.72,0.417,20,36,0,,-7,-0.106,-0.02,-0.131,-3,11
100,0.5,0.694,0.333,24,48,1610612753,86,0.338,0.615,0.333,15,38,1,,14,0.162,0.079,0,9,10
80,0.459,0.273,0.4,25,47,1610612765,77,0.361,0.591,0.267,15,44,1,,3,0.098,-0.318,0.133,10,3
105,0.464,0.815,0.385,25,43,1610612740,99,0.471,0.8,0.368,25,41,1,,6,-0.007,0.015,0.017,0,2
105,0.463,0.767,0.333,26,42,1610612744,95,0.402,0.923,0.371,23,43,1,,10,0.061,-0.156,-0.038,3,-1
103,0.46,0.905,0.235,22,44,1610612762,98,0.438,0.63,0.429,18,49,1,,5,0.022,0.275,-0.194,4,-5
102,0.424,0.833,0.375,24,57,1610612750,88,0.407,0.9,0.267,20,35,1,,14,0.017,-0.067,0.108,4,22
88,0.388,0.808,0.5,26,46,1610612761,100,0.45,0.793,0.455,22,44,0,,-12,-0.062,0.015,0.045,4,2
118,0.547,0.771,0.5,23,44,1610612754,105,0.463,0.741,0.375,25,37,1,,13,0.084,0.03,0.125,-2,7
82,0.321,0.778,0.143,17,42,1610612746,91,0.446,0.71,0.25,22,51,0,,-9,-0.125,0.068,-0.107,-5,-9
103,0.468,0.774,0.357,15,42,1610612765,113,0.506,0.844,0.267,29,38,0,,-10,-0.038,-0.07,0.09,-14,4
123,0.537,0.813,0.5,35,44,1610612760,96,0.494,0.708,0.273,27,34,1,,27,0.043,0.105,0.227,8,10
89,0.386,0.696,0.263,20,49,1610612757,97,0.478,0.806,0.471,21,37,0,,-8,-0.092,-0.11,-0.208,-1,12
96,0.392,0.722,0.259,22,46,1610612759,84,0.385,0.75,0.333,17,51,1,,12,0.007,-0.028,-0.074,5,-5
100,0.512,0.682,0.375,24,35,1610612745,88,0.411,0.92,0.263,14,43,1,,12,0.101,-0.238,0.112,10,-8
87,0.397,0.6,0.355,18,45,1610612737,98,0.427,0.767,0.455,19,43,0,,-11,-0.03,-0.167,-0.1,-1,2
89,0.402,0.773,0.429,13,39,1610612742,99,0.537,0.655,0.421,21,34,0,,-10,-0.135,0.118,0.008,-8,5
113,0.484,0.615,0.394,32,29,1610612748,117,0.588,0.87,0.5,24,46,0,,-4,-0.104,-0.255,-0.106,8,-17
96,0.462,0.64,0.444,20,44,1610612749,93,0.429,0.765,0.5,19,36,1,,3,0.033,-0.125,-0.056,1,8
93,0.419,0.783,0.333,23,48,1610612745,80,0.4,0.708,0.368,15,35,1,,13,0.019,0.075,-0.035,8,13
94,0.463,0.833,0.385,32,36,1610612748,100,0.506,0.704,0.5,23,34,0,,-6,-0.043,0.129,-0.115,9,2
104,0.471,0.889,0.286,20,47,1610612766,85,0.43,0.786,0.3,22,29,1,,19,0.041,0.103,-0.014,-2,18
117,0.563,0.903,0.5,25,34,1610612749,113,0.435,0.893,0.4,23,37,1,,4,0.128,0.01,0.1,2,-3
104,0.412,0.944,0.2,15,39,1610612751,89,0.486,0.688,0.364,22,38,1,,15,-0.074,0.256,-0.164,-7,1
91,0.457,0.556,0.182,19,43,1610612760,88,0.378,0.8,0.364,21,56,1,,3,0.079,-0.244,-0.182,-2,-13
123,0.531,0.763,0.444,27,38,1610612744,113,0.463,0.773,0.242,25,48,1,,10,0.068,-0.01,0.202,2,-10
96,0.438,0.75,0.444,16,34,1610612739,93,0.457,0.742,0.4,14,39,1,,3,-0.019,0.008,0.044,2,-5
86,0.405,0.737,0.308,22,50,1610612763,78,0.41,0.813,0.067,19,43,1,,8,-0.005,-0.076,0.241,3,7
77,0.357,0.71,0.217,12,27,1610612755,105,0.531,0.545,0.538,26,47,0,,-28,-0.174,0.165,-0.321,-14,-20
100,0.444,0.727,0.308,17,55,1610612756,93,0.458,0.667,0.28,29,33,1,,7,-0.014,0.06,0.028,-12,22
81,0.36,0.727,0.188,20,37,1610612738,92,0.516,0.864,0.304,22,45,0,,-11,-0.156,-0.137,-0.116,-2,-8
125,0.597,0.857,0.563,25,31,1610612762,117,0.605,0.71,0.5,25,34,1,,8,-0.008,0.147,0.063,0,-3
101,0.462,0.794,0.133,29,45,1610612758,97,0.444,0.923,0.278,27,34,1,,4,0.018,-0.129,-0.145,2,11
101,0.488,0.765,0.444,22,45,1610612752,90,0.43,0.471,0.444,20,41,1,,11,0.058,0.294,0,2,4
107,0.474,0.8,0.273,20,43,1610612756,122,0.549,0.733,0.393,42,42,0,,-15,-0.075,0.067,-0.12,-22,1
109,0.432,0.818,0.343,22,43,1610612754,115,0.453,0.788,0.55,29,43,0,,-6,-0.021,0.03,-0.207,-7,0
91,0.395,0.778,0.316,21,39,1610612741,98,0.438,0.846,0.429,17,51,0,,-7,-0.043,-0.068,-0.113,4,-12
112,0.527,0.833,0.429,29,44,1610612761,84,0.425,0.833,0.353,19,32,1,,28,0.102,0,0.076,10,12
89,0.422,0.857,0.538,19,46,1610612745,96,0.467,0.792,0.5,23,38,0,,-7,-0.045,0.065,0.038,-4,8
118,0.455,0.783,0.4,23,47,1610612763,116,0.55,0.767,0.294,24,39,1,,2,-0.095,0.016,0.106,-1,8
104,0.438,0.789,0.37,21,33,1610612762,98,0.542,0.708,0.333,26,37,1,,6,-0.104,0.081,0.037,-5,-4
87,0.38,0.724,0.4,17,40,1610612746,97,0.479,0.75,0.231,19,47,0,,-10,-0.099,-0.026,0.169,-2,-7
120,0.415,0.857,0.375,21,40,1610612748,113,0.494,0.714,0.462,21,57,1,,7,-0.079,0.143,-0.087,0,-17
104,0.44,0.829,0.267,17,49,1610612749,98,0.374,0.786,0.471,20,42,1,,6,0.066,0.043,-0.204,-3,7
90,0.405,0.784,0.091,17,40,1610612750,89,0.389,0.786,0.4,23,53,1,,1,0.016,-0.002,-0.309,-6,-13
109,0.414,0.882,0.318,22,54,1610612743,122,0.505,0.694,0.5,25,42,0,,-13,-0.091,0.188,-0.182,-3,12
112,0.506,0.75,0.412,25,40,1610612748,106,0.512,0.542,0.5,24,42,1,,6,-0.006,0.208,-0.088,1,-2
123,0.554,0.688,0.625,25,39,1610612756,136,0.589,0.895,0.464,38,38,0,,-13,-0.035,-0.207,0.161,-13,1
103,0.557,0.688,0.286,22,29,1610612738,113,0.526,0.885,0.455,22,32,0,,-10,0.031,-0.197,-0.169,0,-3
105,0.53,0.813,0.333,23,45,1610612739,86,0.432,0.857,0.5,19,29,1,,19,0.098,-0.044,-0.167,4,16
82,0.408,0.583,0.231,14,37,1610612741,91,0.478,0.778,0.333,23,44,0,,-9,-0.07,-0.195,-0.102,-9,-7
93,0.443,0.763,0.182,19,37,1610612752,100,0.485,0.811,0.333,19,27,0,,-7,-0.042,-0.048,-0.151,0,10
76,0.347,0.87,0.267,16,48,1610612765,91,0.412,0.833,0.286,21,47,0,,-15,-0.065,0.037,-0.019,-5,1
105,0.506,0.632,0.313,25,50,1610612763,92,0.43,0.652,0.375,20,41,1,,13,0.076,-0.02,-0.062,5,9
97,0.456,0.864,0.316,14,33,1610612742,95,0.449,0.829,0.333,15,38,1,,2,0.007,0.035,-0.017,-1,-5
107,0.45,0.744,0.214,21,47,1610612747,111,0.476,0.656,0.385,28,43,0,,-4,-0.026,0.088,-0.171,-7,4
120,0.523,0.938,0.682,29,41,1610612749,90,0.402,0.68,0.231,19,44,1,,30,0.121,0.258,0.451,10,-3
95,0.461,0.792,0.545,23,49,1610612746,88,0.346,0.882,0.308,21,39,1,,7,0.115,-0.09,0.237,2,10
95,0.432,0.9,0.333,19,33,1610612765,106,0.519,0.941,0.6,29,39,0,,-11,-0.087,-0.041,-0.267,-10,-6
79,0.346,0.789,0.381,16,41,1610612751,100,0.515,0.686,0.533,26,49,0,,-21,-0.169,0.103,-0.152,-10,-8
117,0.471,0.842,0.25,24,50,1610612756,121,0.495,0.903,0.188,38,45,0,,-4,-0.024,-0.061,0.062,-14,5
95,0.444,0.667,0.227,11,37,1610612747,116,0.543,0.692,0.455,28,40,0,,-21,-0.099,-0.025,-0.228,-17,-3
117,0.5,0.766,0.556,15,40,1610612762,107,0.472,0.818,0.333,21,40,1,,10,0.028,-0.052,0.223,-6,0
78,0.387,0.824,0.273,20,28,1610612749,87,0.44,0.783,0.3,21,46,0,,-9,-0.053,0.041,-0.027,-1,-18
98,0.507,0.778,0.615,23,46,1610612766,79,0.333,0.857,0.304,16,35,1,,19,0.174,-0.079,0.311,7,11
79,0.4,0.68,0.182,14,44,1610612737,88,0.446,0.733,0.176,26,41,0,,-9,-0.046,-0.053,0.006,-12,3
105,0.465,0.857,0.52,23,42,1610612757,106,0.512,0.667,0.545,26,38,0,,-1,-0.047,0.19,-0.025,-3,4
98,0.345,0.912,0.438,17,44,1610612742,103,0.486,0.96,0.368,20,41,0,,-5,-0.141,-0.048,0.07,-3,3
110,0.538,0.714,0.545,38,37,1610612748,101,0.533,0.516,0.417,22,33,1,,9,0.005,0.198,0.128,16,4
117,0.378,0.774,0.225,28,54,1610612753,123,0.479,0.688,0.44,28,54,0,,-6,-0.101,0.086,-0.215,0,0
80,0.375,0.75,0.143,15,51,1610612739,70,0.329,0.583,0.261,12,47,1,,10,0.046,0.167,-0.118,3,4
100,0.487,0.783,0.471,23,39,1610612757,79,0.4,0.75,0.4,16,38,1,,21,0.087,0.033,0.071,7,1
95,0.442,0.75,0.375,21,42,1610612754,101,0.416,0.783,0.45,24,48,0,,-6,0.026,-0.033,-0.075,-3,-6
118,0.563,0.759,0.316,26,38,1610612751,95,0.455,0.952,0.278,28,34,1,,23,0.108,-0.193,0.038,-2,4
104,0.465,0.621,0.286,23,39,1610612756,115,0.583,0.714,0.318,37,37,0,,-11,-0.118,-0.093,-0.032,-14,2
115,0.489,0.704,0.429,31,49,1610612748,89,0.375,0.694,0.308,16,49,1,,26,0.114,0.01,0.121,15,0
96,0.414,0.759,0.2,14,52,1610612744,109,0.427,0.667,0.423,24,53,0,,-13,-0.013,0.092,-0.223,-10,-1
97,0.412,0.9,0.276,24,52,1610612753,104,0.432,0.857,0.333,25,43,0,,-7,-0.02,0.043,-0.057,-1,9
101,0.565,0.619,0.526,23,38,1610612761,97,0.432,0.909,0.407,26,36,1,,4,0.133,-0.29,0.119,-3,2
94,0.405,0.828,0.25,23,36,1610612755,92,0.419,0.818,0.25,19,43,1,,2,-0.014,0.01,0,4,-7
109,0.494,0.706,0.448,29,51,1610612750,80,0.384,0.667,0.273,16,43,1,,29,0.11,0.039,0.175,13,8
112,0.437,0.882,0.353,21,46,1610612742,108,0.433,0.923,0.3,25,45,1,,4,0.004,-0.041,0.053,-4,1
111,0.543,0.895,0.6,25,48,1610612766,95,0.493,0.522,0.474,22,24,1,,16,0.05,0.373,0.126,3,24
91,0.557,0.429,0.308,25,30,1610612765,117,0.512,0.88,0.467,25,37,0,,-26,0.045,-0.451,-0.159,0,-7
107,0.448,0.806,0.286,16,42,1610612745,99,0.427,0.88,0.292,16,48,1,,8,0.021,-0.074,-0.006,0,-6
91,0.479,0.867,0.533,24,44,1610612739,82,0.39,0.824,0.381,13,39,1,,9,0.089,0.043,0.152,11,5
85,0.388,0.731,0,24,42,1610612764,84,0.418,0.857,0.286,25,40,1,,1,-0.03,-0.126,-0.286,-1,2
91,0.474,0.565,0.375,14,37,1610612749,88,0.462,0.786,0.313,12,37,1,,3,0.012,-0.221,0.062,2,0
86,0.456,0.72,0.4,22,41,1610612740,92,0.407,0.773,0.25,15,49,0,,-6,0.049,-0.053,0.15,7,-8
85,0.457,0.647,0.4,15,39,1610612738,95,0.397,0.794,0.455,17,40,0,,-10,0.06,-0.147,-0.055,-2,-1
91,0.457,0.733,0.429,14,37,1610612759,106,0.526,0.737,0.5,26,37,0,,-15,-0.069,-0.004,-0.071,-12,0
91,0.451,0.929,0.444,23,43,1610612757,80,0.432,0.632,0.286,15,38,1,,11,0.019,0.297,0.158,8,5
110,0.494,0.68,0.412,29,48,1610612753,106,0.46,0.64,0.294,21,43,1,,4,0.034,0.04,0.118,8,5
120,0.511,0.75,0.4,26,48,1610612747,96,0.442,0.833,0.333,21,34,1,,24,0.069,-0.083,0.067,5,14
123,0.541,0.656,0.5,31,39,1610612746,107,0.468,0.897,0.5,21,38,1,,16,0.073,-0.241,0,10,1
95,0.427,0.731,0.462,23,55,1610612754,93,0.359,0.75,0.24,21,48,1,,2,0.068,-0.019,0.222,2,7
104,0.468,0.72,0.545,27,51,1610612752,59,0.303,0.647,0.2,12,35,1,,45,0.165,0.073,0.345,15,16
127,0.505,0.71,0.409,32,52,1610612743,99,0.444,0.652,0.222,18,41,1,,28,0.061,0.058,0.187,14,11
113,0.519,0.686,0.389,22,45,1610612745,94,0.446,0.567,0.2,25,41,1,,19,0.073,0.119,0.189,-3,4
103,0.512,0.778,0.4,28,46,1610612763,91,0.385,0.719,0.381,13,38,1,,12,0.127,0.059,0.019,15,8
95,0.429,0.706,0.313,20,39,1610612762,106,0.549,0.788,0.333,32,36,0,,-11,-0.12,-0.082,-0.02,-12,3
96,0.473,0.833,0.545,18,38,1610612749,80,0.443,0.789,0.176,16,34,1,,16,0.03,0.044,0.369,2,4
109,0.584,0.739,0.182,30,43,1610612739,74,0.4,0.706,0.4,14,23,1,,35,0.184,0.033,-0.218,16,20
109,0.5,0.821,0.1,21,44,1610612750,103,0.494,0.714,0.125,14,40,1,,6,0.006,0.107,-0.025,7,4
109,0.566,0.765,0.476,30,38,1610612764,94,0.467,0.8,0.533,22,36,1,,15,0.099,-0.035,-0.057,8,2
94,0.415,0.826,0.412,18,34,1610612745,100,0.519,0.667,0.5,23,47,0,,-6,-0.104,0.159,-0.088,-5,-13
96,0.345,0.861,0.278,10,56,1610612744,103,0.416,0.808,0.258,19,46,0,,-7,-0.071,0.053,0.02,-9,10
89,0.4,0.692,0.333,26,47,1610612754,95,0.43,0.731,0.308,24,51,0,,-6,-0.03,-0.039,0.025,2,-4
94,0.354,0.808,0.278,18,48,1610612753,110,0.434,0.757,0.333,26,55,0,,-16,-0.08,0.051,-0.055,-8,-7
109,0.481,0.778,0.25,24,47,1610612738,104,0.43,0.69,0.4,26,40,1,,5,0.051,0.088,-0.15,-2,7
103,0.452,0.769,0.292,29,45,1610612763,110,0.5,0.719,0.5,32,39,0,,-7,-0.048,0.05,-0.208,-3,6
110,0.58,0.806,0.5,22,31,1610612766,90,0.459,0.75,0.25,20,31,1,,20,0.121,0.056,0.25,2,0
99,0.493,0.913,0.19,20,35,1610612755,114,0.523,0.762,0.381,31,39,0,,-15,-0.03,0.151,-0.191,-11,-4
90,0.398,0.682,0.417,21,59,1610612737,78,0.397,0.667,0.364,14,37,1,,12,0.001,0.015,0.053,7,22
110,0.361,0.816,0.409,25,47,1610612754,112,0.484,0.643,0.286,31,59,0,,-2,-0.123,0.173,0.123,-6,-12
106,0.456,0.833,0.364,24,48,1610612760,99,0.418,0.643,0.385,17,41,1,,7,0.038,0.19,-0.021,7,7
113,0.532,0.846,0.412,15,32,1610612762,109,0.506,0.724,0.133,24,42,1,,4,0.026,0.122,0.279,-9,-10
94,0.419,0.833,0.318,22,34,1610612750,103,0.52,0.739,0.444,25,35,0,,-9,-0.101,0.094,-0.126,-3,-1
98,0.393,1,0.143,19,43,1610612764,110,0.507,0.794,0.368,13,38,0,,-12,-0.114,0.206,-0.225,6,5
112,0.551,0.913,0.417,18,42,1610612759,99,0.448,0.6,0.36,24,43,1,,13,0.103,0.313,0.057,-6,-1
74,0.39,0.538,0.2,18,40,1610612753,85,0.412,0.706,0.259,19,49,0,,-11,-0.022,-0.168,-0.059,-1,-9
71,0.329,0.72,0.25,12,38,1610612745,88,0.437,0.95,0.318,21,49,0,,-17,-0.108,-0.23,-0.068,-9,-11
129,0.515,0.706,0.464,31,39,1610612756,114,0.489,0.833,0.421,31,48,1,,15,0.026,-0.127,0.043,0,-9
93,0.43,0.923,0.412,22,45,1610612741,78,0.38,0.6,0.353,22,44,1,,15,0.05,0.323,0.059,0,1
93,0.395,0.679,0.462,22,42,1610612762,103,0.52,0.733,0.214,28,42,0,,-10,-0.125,-0.054,0.248,-6,0
106,0.432,0.756,0.333,17,42,1610612739,111,0.465,0.643,0.542,23,47,0,,-5,-0.033,0.113,-0.209,-6,-5
101,0.526,0.833,0.4,20,29,1610612759,116,0.512,0.958,0.579,23,39,0,,-15,0.014,-0.125,-0.179,-3,-10
100,0.446,0.737,0.316,19,37,1610612751,102,0.467,0.683,0.2,26,41,0,,-2,-0.021,0.054,0.116,-7,-4
85,0.394,0.619,0.25,15,52,1610612741,78,0.345,0.789,0.313,13,42,1,,7,0.049,-0.17,-0.063,2,10
