PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,,pts_diff,fg_pct_diff,ft_pct_diff,fg3_pct_diff,ast_diff,reb_diff
120,0.396,0.871,0.344,22,36,1610612749,116,0.489,0.739,0.257,21,65,1,,4,-0.093,0.132,0.087,1,-29
117,0.452,0.913,0.364,22,49,1610612742,115,0.409,0.892,0.194,22,49,1,,2,0.043,0.021,0.17,0,0
105,0.438,0.792,0.229,28,38,1610612748,125,0.556,0.865,0.448,29,38,0,,-20,-0.118,-0.073,-0.219,-1,0
110,0.532,0.75,0.385,19,47,1610612762,94,0.391,0.818,0.258,17,35,1,,16,0.141,-0.068,0.127,2,12
126,0.425,0.771,0.532,23,48,1610612740,103,0.447,0.643,0.3,24,48,1,,23,-0.022,0.128,0.232,-1,0
127,0.505,0.739,0.412,31,34,1610612755,121,0.495,0.8,0.36,20,55,1,,6,0.01,-0.061,0.052,11,-21
107,0.417,0.885,0.412,24,51,1610612747,92,0.354,0.727,0.25,17,40,1,,15,0.063,0.158,0.162,7,11
118,0.484,0.739,0.31,30,39,1610612753,128,0.529,0.893,0.355,31,42,0,,-10,-0.045,-0.154,-0.045,-1,-3
140,0.538,0.853,0.433,27,42,1610612763,135,0.452,0.76,0.317,25,39,1,,5,0.086,0.093,0.116,2,3
112,0.462,0.87,0.364,18,36,1610612756,125,0.525,0.938,0.344,29,37,0,,-13,-0.063,-0.068,0.02,-11,-1
119,0.464,0.824,0.317,25,47,1610612738,112,0.407,0.794,0.297,18,48,1,,7,0.057,0.03,0.02,7,-1
129,0.533,0.815,0.44,32,42,1610612758,120,0.484,0.8,0.316,22,42,1,,9,0.049,0.015,0.124,10,0
149,0.476,0.737,0.429,30,55,1610612745,153,0.515,0.769,0.396,26,43,0,,-4,-0.039,-0.032,0.033,4,12
104,0.426,0.722,0.355,22,45,1610612762,106,0.44,0.857,0.235,17,43,0,,-2,-0.014,-0.135,0.12,5,2
103,0.39,0.757,0.306,21,45,1610612746,101,0.432,0.75,0.444,17,36,1,,2,-0.042,0.007,-0.138,4,9
110,0.429,0.719,0.333,33,43,1610612763,128,0.469,0.792,0.452,32,54,0,,-18,-0.04,-0.073,-0.119,1,-11
117,0.429,0.955,0.383,28,35,1610612761,106,0.45,0.783,0.372,23,46,1,,11,-0.021,0.172,0.011,5,-11
111,0.448,0.75,0.417,23,49,1610612759,118,0.484,0.905,0.259,29,48,0,,-7,-0.036,-0.155,0.158,-6,1
120,0.489,0.545,0.486,28,47,1610612760,131,0.517,0.655,0.5,30,41,0,,-11,-0.028,-0.11,-0.014,-2,6
137,0.462,0.909,0.404,26,48,1610612738,112,0.466,0.581,0.364,21,48,1,,25,-0.004,0.328,0.04,5,0
115,0.368,0.714,0.297,25,67,1610612742,118,0.402,0.75,0.293,22,56,0,,-3,-0.034,-0.036,0.004,3,11
123,0.494,0.71,0.464,22,47,1610612764,116,0.461,0.774,0.294,27,42,1,,7,0.033,-0.064,0.17,-5,5
102,0.359,0.88,0.275,21,47,1610612758,106,0.407,0.844,0.317,22,51,0,,-4,-0.048,0.036,-0.042,-1,-4
107,0.457,0.481,0.357,27,45,1610612762,112,0.447,0.719,0.371,18,54,0,,-5,0.01,-0.238,-0.014,9,-9
110,0.539,0.64,0.429,26,46,1610612753,114,0.449,0.667,0.486,30,42,0,,-4,0.09,-0.027,-0.057,-4,4
103,0.395,0.763,0.263,18,51,1610612740,124,0.457,0.793,0.362,22,39,0,,-21,-0.062,-0.03,-0.099,-4,12
102,0.38,0.656,0.289,22,59,1610612755,97,0.383,0.556,0.357,27,56,1,,5,-0.003,0.1,-0.068,-5,3
117,0.488,0.645,0.394,21,48,1610612756,103,0.389,0.793,0.263,23,50,1,,14,0.099,-0.148,0.131,-2,-2
111,0.433,0.692,0.395,27,44,1610612754,118,0.484,0.857,0.258,26,52,0,,-7,-0.051,-0.165,0.137,1,-8
110,0.386,0.694,0.386,23,54,1610612757,104,0.419,0.735,0.25,22,50,1,,6,-0.033,-0.041,0.136,1,4
104,0.386,0.778,0.242,21,51,1610612745,119,0.427,0.808,0.431,25,48,0,,-15,-0.041,-0.03,-0.189,-4,3
112,0.343,0.841,0.179,21,45,1610612747,119,0.569,0.778,0.45,24,49,0,,-7,-0.226,0.063,-0.271,-3,-4
123,0.408,0.885,0.333,23,42,1610612749,131,0.488,0.795,0.444,29,54,0,,-8,-0.08,0.09,-0.111,-6,-12
101,0.444,0.789,0.35,25,47,1610612748,99,0.414,0.8,0.256,28,42,1,,2,0.03,-0.011,0.094,-3,5
119,0.457,0.857,0.423,21,57,1610612751,124,0.432,0.757,0.318,27,45,0,,-5,0.025,0.1,0.105,-6,12
100,0.356,0.556,0.258,13,63,1610612746,105,0.47,0.462,0.395,23,47,0,,-5,-0.114,0.094,-0.137,-10,16
119,0.506,0.741,0.417,37,43,1610612743,104,0.393,0.676,0.355,21,46,1,,15,0.113,0.065,0.062,16,-3
90,0.432,0.833,0.333,26,44,1610612763,83,0.397,0.563,0.375,24,41,1,,7,0.035,0.27,-0.042,2,3
84,0.444,0.7,0.208,25,33,1610612760,98,0.521,0.737,0.333,19,41,0,,-14,-0.077,-0.037,-0.125,6,-8
94,0.479,0.842,0.294,25,43,1610612745,83,0.377,0.917,0.292,18,38,1,,11,0.102,-0.075,0.002,7,5
113,0.468,0.794,0.3,21,35,1610612759,92,0.455,0.737,0.348,23,39,1,,21,0.013,0.057,-0.048,-2,-4
91,0.408,0.889,0.394,21,42,1610612757,88,0.413,0.85,0.192,17,37,1,,3,-0.005,0.039,0.202,4,5
104,0.494,0.733,0.273,18,38,1610612742,108,0.541,0.636,0.368,21,37,0,,-4,-0.047,0.097,-0.095,-3,1
88,0.508,0.75,0.417,17,24,1610612756,101,0.514,0.793,0.273,17,38,0,,-13,-0.006,-0.043,0.144,0,-14
99,0.442,0.789,0.39,21,43,1610612753,90,0.421,0.808,0.179,21,42,1,,9,0.021,-0.019,0.211,0,1
89,0.444,0.821,0.323,18,47,1610612764,82,0.365,0.688,0.265,22,34,1,,7,0.079,0.133,0.058,-4,13
68,0.352,0.833,0.25,14,34,1610612740,99,0.468,0.8,0.406,24,39,0,,-31,-0.116,0.033,-0.156,-10,-5
104,0.471,0.897,0.318,22,34,1610612758,98,0.515,0.826,0.393,26,27,1,,6,-0.044,0.071,-0.075,-4,7
124,0.506,0.813,0.424,28,50,1610612765,106,0.464,0.68,0.314,25,32,1,,18,0.042,0.133,0.11,3,18
131,0.453,0.808,0.341,26,53,1610612752,136,0.532,0.735,0.393,32,47,0,,-5,-0.079,0.073,-0.052,-6,6
98,0.464,0.833,0.341,32,36,1610612766,109,0.451,0.818,0.5,20,50,0,,-11,0.013,0.015,-0.159,12,-14
113,0.457,0.739,0.343,23,52,1610612743,97,0.47,0.625,0.359,23,40,1,,16,-0.013,0.114,-0.016,0,12
111,0.495,0.909,0.375,23,43,1610612738,114,0.441,0.864,0.351,19,46,0,,-3,0.054,0.045,0.024,4,-3
122,0.473,0.844,0.4,23,37,1610612752,115,0.519,0.742,0.381,30,36,1,,7,-0.046,0.102,0.019,-7,1
108,0.5,0.8,0.353,23,46,1610612739,103,0.5,0.739,0.25,29,35,1,,5,0,0.061,0.103,-6,11
117,0.513,0.769,0.395,24,33,1610612750,111,0.482,0.739,0.4,21,41,1,,6,0.031,0.03,-0.005,3,-8
115,0.5,0.737,0.379,24,39,1610612753,120,0.467,0.909,0.424,31,41,0,,-5,0.033,-0.172,-0.045,-7,-2
119,0.517,0.8,0.469,32,40,1610612742,109,0.457,0.727,0.386,23,42,1,,10,0.06,0.073,0.083,9,-2
121,0.506,0.824,0.486,20,46,1610612756,105,0.402,0.96,0.344,26,43,1,,16,0.104,-0.136,0.142,-6,3
107,0.468,0.815,0.289,25,35,1610612746,131,0.5,1,0.455,28,47,0,,-24,-0.032,-0.185,-0.166,-3,-12
102,0.46,0.583,0.375,24,46,1610612751,104,0.411,0.739,0.325,24,47,0,,-2,0.049,-0.156,0.05,0,-1
143,0.552,0.593,0.488,33,53,1610612766,138,0.471,0.913,0.396,31,35,1,,5,0.081,-0.32,0.092,2,18
109,0.436,0.917,0.39,28,48,1610612749,95,0.378,0.667,0.3,23,48,1,,14,0.058,0.25,0.09,5,0
92,0.398,0.714,0.372,24,34,1610612761,101,0.434,0.889,0.361,22,53,0,,-9,-0.036,-0.175,0.011,2,-19
110,0.5,0.854,0.367,21,50,1610612741,107,0.424,0.68,0.353,23,31,1,,3,0.076,0.174,0.014,-2,19
107,0.394,0.806,0.242,20,42,1610612740,120,0.489,0.677,0.314,28,54,0,,-13,-0.095,0.129,-0.072,-8,-12
103,0.395,0.757,0.226,12,49,1610612747,112,0.448,0.857,0.286,22,45,0,,-9,-0.053,-0.1,-0.06,-10,4
104,0.413,0.789,0.351,22,46,1610612760,105,0.443,0.735,0.4,16,39,0,,-1,-0.03,0.054,-0.049,6,7
140,0.553,0.871,0.442,30,47,1610612749,131,0.537,0.762,0.394,23,36,1,,9,0.016,0.109,0.048,7,11
89,0.333,0.857,0.404,19,29,1610612748,100,0.485,0.821,0.464,21,46,0,,-11,-0.152,0.036,-0.06,-2,-17
109,0.429,0.68,0.326,19,42,1610612754,112,0.523,0.667,0.348,23,47,0,,-3,-0.094,0.013,-0.022,-4,-5
106,0.443,0.76,0.281,21,38,1610612753,126,0.484,0.806,0.448,21,49,0,,-20,-0.041,-0.046,-0.167,0,-11
132,0.457,0.733,0.382,26,60,1610612759,129,0.439,0.917,0.385,20,44,1,,3,0.018,-0.184,-0.003,6,16
96,0.439,0.72,0.316,15,51,1610612765,84,0.363,0.682,0.289,21,35,1,,12,0.076,0.038,0.027,-6,16
113,0.467,0.913,0.258,24,50,1610612761,118,0.476,0.778,0.396,27,36,0,,-5,-0.009,0.135,-0.138,-3,14
108,0.529,0.76,0.469,29,30,1610612745,99,0.461,0.7,0.333,22,42,1,,9,0.068,0.06,0.136,7,-12
105,0.465,0.727,0.3,24,38,1610612762,111,0.519,0.75,0.303,17,40,0,,-6,-0.054,-0.023,-0.003,7,-2
104,0.553,0.667,0.429,32,39,1610612743,102,0.506,0.375,0.406,28,33,1,,2,0.047,0.292,0.023,4,6
118,0.494,0.606,0.364,27,58,1610612737,101,0.337,0.857,0.265,23,46,1,,17,0.157,-0.251,0.099,4,12
118,0.55,0.75,0.36,30,35,1610612755,114,0.488,0.864,0.382,29,41,1,,4,0.062,-0.114,-0.022,1,-6
111,0.472,0.654,0.256,22,41,1610612758,123,0.482,0.87,0.538,30,47,0,,-12,-0.01,-0.216,-0.282,-8,-6
118,0.474,0.886,0.484,24,38,1610612737,112,0.535,0.667,0.375,25,36,1,,6,-0.061,0.219,0.109,-1,2
139,0.531,0.71,0.417,32,52,1610612759,120,0.467,0.889,0.294,25,38,1,,19,0.064,-0.179,0.123,7,14
103,0.451,0.773,0.167,19,48,1610612760,126,0.49,0.8,0.387,26,38,0,,-23,-0.039,-0.027,-0.22,-7,10
94,0.372,0.778,0.278,19,45,1610612762,99,0.45,0.833,0.378,23,40,0,,-5,-0.078,-0.055,-0.1,-4,5
102,0.412,0.867,0.237,27,45,1610612754,108,0.507,0.727,0.364,24,46,0,,-6,-0.095,0.14,-0.127,3,-1
118,0.469,0.8,0.27,30,36,1610612753,132,0.607,0.742,0.333,31,45,0,,-14,-0.138,0.058,-0.063,-1,-9
110,0.418,0.714,0.368,28,53,1610612748,104,0.43,0.677,0.273,27,45,1,,6,-0.012,0.037,0.095,1,8
121,0.474,0.765,0.383,30,48,1610612763,96,0.464,0.692,0.3,29,47,1,,25,0.01,0.073,0.083,1,1
127,0.495,0.947,0.452,29,47,1610612757,117,0.494,0.75,0.406,26,39,1,,10,0.001,0.197,0.046,3,8
113,0.418,0.816,0.188,19,52,1610612749,103,0.416,0.739,0.279,22,45,1,,10,0.002,0.077,-0.091,-3,7
112,0.494,0.821,0.394,24,34,1610612743,114,0.53,0.9,0.308,29,38,0,,-2,-0.036,-0.079,0.086,-5,-4
105,0.361,0.778,0.167,19,51,1610612746,120,0.464,0.744,0.325,22,57,0,,-15,-0.103,0.034,-0.158,-3,-6
108,0.532,0.722,0.379,23,37,1610612755,125,0.49,0.824,0.459,24,45,0,,-17,0.042,-0.102,-0.08,-1,-8
113,0.408,0.76,0.269,34,52,1610612761,121,0.476,0.903,0.317,28,39,0,,-8,-0.068,-0.143,-0.048,6,13
106,0.438,0.75,0.342,24,50,1610612738,112,0.465,0.808,0.367,16,49,0,,-6,-0.027,-0.058,-0.025,8,1
107,0.465,0.6,0.419,27,36,1610612760,114,0.613,0.706,0.417,25,33,0,,-7,-0.148,-0.106,0.002,2,3
119,0.457,0.909,0.283,26,56,1610612754,100,0.433,0.818,0.259,22,39,1,,19,0.024,0.091,0.024,4,17
116,0.519,0.8,0.5,31,36,1610612753,113,0.524,0.857,0.433,28,35,1,,3,-0.005,-0.057,0.067,3,1
79,0.333,0.706,0.167,15,42,1610612763,118,0.43,0.857,0.455,21,59,0,,-39,-0.097,-0.151,-0.288,-6,-17
104,0.482,0.833,0.35,23,42,1610612762,112,0.506,0.8,0.278,26,37,0,,-8,-0.024,0.033,0.072,-3,5
115,0.494,0.64,0.442,27,43,1610612741,108,0.479,0.636,0.367,24,40,1,,7,0.015,0.004,0.075,3,3
127,0.463,0.708,0.44,30,49,1610612740,123,0.439,0.545,0.37,28,52,1,,4,0.024,0.163,0.07,2,-3
125,0.519,0.875,0.419,24,47,1610612764,104,0.388,0.619,0.314,27,48,1,,21,0.131,0.256,0.105,-3,-1
103,0.476,0.722,0.414,25,46,1610612759,104,0.475,0.85,0.344,25,33,0,,-1,0.001,-0.128,0.07,0,13
120,0.427,0.739,0.306,24,42,1610612751,129,0.43,0.763,0.286,22,63,0,,-9,-0.003,-0.024,0.02,2,-21
134,0.52,0.593,0.359,37,44,1610612750,139,0.557,0.85,0.412,31,42,0,,-5,-0.037,-0.257,-0.053,6,2
94,0.42,0.654,0.321,16,43,1610612746,109,0.452,0.846,0.306,19,41,0,,-15,-0.032,-0.192,0.015,-3,2
100,0.448,0.731,0.15,22,53,1610612744,116,0.512,0.636,0.439,31,35,0,,-16,-0.064,0.095,-0.289,-9,18
114,0.459,0.84,0.385,30,35,1610612761,123,0.465,0.829,0.412,17,47,0,,-9,-0.006,0.011,-0.027,13,-12
120,0.535,0.833,0.394,25,43,1610612755,107,0.447,0.75,0.4,24,42,1,,13,0.088,0.083,-0.006,1,1
133,0.562,0.833,0.448,23,42,1610612764,126,0.513,0.824,0.421,28,31,1,,7,0.049,0.009,0.027,-5,11
113,0.462,0.667,0.415,28,36,1610612762,126,0.566,0.857,0.488,30,47,0,,-13,-0.104,-0.19,-0.073,-2,-11
125,0.485,0.633,0.4,26,65,1610612745,123,0.415,0.926,0.357,25,34,1,,2,0.07,-0.293,0.043,1,31
107,0.385,0.864,0.326,29,39,1610612757,130,0.557,1,0.485,27,49,0,,-23,-0.172,-0.136,-0.159,2,-10
88,0.323,0.938,0.257,20,43,1610612763,127,0.5,0.677,0.438,30,60,0,,-39,-0.177,0.261,-0.181,-10,-17
105,0.43,0.722,0.486,28,46,1610612749,89,0.407,0.632,0.206,19,48,1,,16,0.023,0.09,0.28,9,-2
109,0.468,0.647,0.278,24,42,1610612742,107,0.476,0.75,0.286,26,44,1,,2,-0.008,-0.103,-0.008,-2,-2
111,0.519,0.789,0.5,21,33,1610612754,116,0.5,0.885,0.484,22,40,0,,-5,0.019,-0.096,0.016,-1,-7
85,0.354,0.9,0.229,22,47,1610612749,93,0.402,0.762,0.226,20,61,0,,-8,-0.048,0.138,0.003,2,-14
91,0.364,0.4,0.31,19,57,1610612742,111,0.468,0.632,0.275,28,56,0,,-20,-0.104,-0.232,0.035,-9,1
136,0.592,0.805,0.542,25,37,1610612755,130,0.505,0.65,0.488,27,37,1,,6,0.087,0.155,0.054,-2,0
133,0.566,0.7,0.5,38,41,1610612761,118,0.461,0.897,0.263,24,36,1,,15,0.105,-0.197,0.237,14,5
106,0.407,0.885,0.257,18,51,1610612765,100,0.413,0.667,0.429,23,42,1,,6,-0.006,0.218,-0.172,-5,9
114,0.421,0.818,0.219,24,52,1610612747,122,0.515,0.9,0.371,23,36,0,,-8,-0.094,-0.082,-0.152,1,16
110,0.472,0.708,0.321,25,52,1610612764,124,0.488,0.889,0.667,24,34,0,,-14,-0.016,-0.181,-0.346,1,18
125,0.553,0.697,0.4,29,50,1610612741,115,0.461,0.696,0.486,26,33,1,,10,0.092,0.001,-0.086,3,17
129,0.548,0.864,0.429,34,36,1610612757,117,0.5,0.714,0.286,14,42,1,,12,0.048,0.15,0.143,20,-6
116,0.451,0.833,0.368,27,45,1610612751,113,0.465,0.739,0.364,30,44,1,,3,-0.014,0.094,0.004,-3,1
104,0.482,0.85,0.227,30,36,1610612754,113,0.54,0.786,0.348,30,38,0,,-9,-0.058,0.064,-0.121,0,-2
105,0.453,0.818,0.323,27,51,1610612747,88,0.409,0.583,0.25,26,45,1,,17,0.044,0.235,0.073,1,6
110,0.39,0.76,0.31,22,54,1610612745,111,0.418,0.778,0.273,17,53,0,,-1,-0.028,-0.018,0.037,5,1
114,0.524,0.75,0.452,28,31,1610612753,113,0.488,0.696,0.405,28,41,1,,1,0.036,0.054,0.047,0,-10
99,0.41,0.826,0.414,24,40,1610612744,115,0.471,0.75,0.3,30,49,0,,-16,-0.061,0.076,0.114,-6,-9
136,0.541,0.818,0.3,36,54,1610612750,125,0.484,0.667,0.386,27,33,1,,11,0.057,0.151,-0.086,9,21
141,0.515,0.733,0.487,32,52,1610612751,118,0.457,0.762,0.391,30,38,1,,23,0.058,-0.029,0.096,2,14
96,0.347,0.69,0.233,19,45,1610612766,99,0.436,0.72,0.433,23,58,0,,-3,-0.089,-0.03,-0.2,-4,-13
126,0.519,0.75,0.486,30,40,1610612742,118,0.476,0.895,0.42,25,35,1,,8,0.043,-0.145,0.066,5,5
101,0.429,0.75,0.267,27,52,1610612758,104,0.418,0.81,0.289,24,47,0,,-3,0.011,-0.06,-0.022,3,5
133,0.5,0.857,0.467,34,66,1610612760,86,0.363,0.7,0.171,14,36,1,,47,0.137,0.157,0.296,20,30
116,0.545,0.733,0.391,36,49,1610612739,104,0.453,0.583,0.355,27,34,1,,12,0.092,0.15,0.036,9,15
111,0.6,0.706,0.391,31,38,1610612765,113,0.489,0.75,0.406,27,31,0,,-2,0.111,-0.044,-0.015,4,7
129,0.494,0.733,0.514,23,54,1610612764,119,0.459,0.714,0.378,23,41,1,,10,0.035,0.019,0.136,0,13
132,0.539,0.9,0.462,35,46,1610612743,103,0.451,0.75,0.36,19,39,1,,29,0.088,0.15,0.102,16,7
115,0.495,0.769,0.484,32,44,1610612752,106,0.506,0.583,0.348,28,39,1,,9,-0.011,0.186,0.136,4,5
106,0.444,0.783,0.32,21,48,1610612757,100,0.461,0.643,0.3,14,45,1,,6,-0.017,0.14,0.02,7,3
112,0.488,0.724,0.346,20,37,1610612758,108,0.451,1,0.343,30,45,1,,4,0.037,-0.276,0.003,-10,-8
86,0.425,0.9,0.281,27,37,1610612747,116,0.511,0.667,0.333,24,44,0,,-30,-0.086,0.233,-0.052,3,-7
107,0.47,0.76,0.333,25,37,1610612752,101,0.506,0.647,0.267,22,42,1,,6,-0.036,0.113,0.066,3,-5
108,0.526,0.882,0.458,24,48,1610612755,94,0.404,0.643,0.342,22,31,1,,14,0.122,0.239,0.116,2,17
110,0.427,0.813,0.385,22,39,1610612751,106,0.414,0.686,0.278,15,56,1,,4,0.013,0.127,0.107,7,-17
120,0.447,0.92,0.361,30,42,1610612753,130,0.49,0.72,0.438,30,52,0,,-10,-0.043,0.2,-0.077,0,-10
126,0.526,0.767,0.423,30,43,1610612750,129,0.516,0.72,0.37,28,33,0,,-3,0.01,0.047,0.053,2,10
140,0.559,0.867,0.46,22,44,1610612763,112,0.398,0.619,0.333,28,49,1,,28,0.161,0.248,0.127,-6,-5
103,0.424,0.737,0.333,22,55,1610612742,109,0.419,0.667,0.378,25,43,0,,-6,0.005,0.07,-0.045,-3,12
92,0.391,0.833,0.265,29,48,1610612746,102,0.44,0.933,0.368,22,46,0,,-10,-0.049,-0.1,-0.103,7,2
103,0.449,0.733,0.3,16,41,1610612738,114,0.536,0.813,0.423,21,44,0,,-11,-0.087,-0.08,-0.123,-5,-3
119,0.57,0.846,0.435,35,56,1610612766,80,0.333,0.444,0.303,22,39,1,,39,0.237,0.402,0.132,13,17
97,0.352,0.714,0.346,21,43,1610612749,108,0.381,0.833,0.333,23,53,0,,-11,-0.029,-0.119,0.013,-2,-10
122,0.536,0.667,0.387,22,39,1610612760,124,0.553,0.743,0.467,25,37,0,,-2,-0.017,-0.076,-0.08,-3,2
115,0.579,0.818,0.474,33,41,1610612765,98,0.407,0.81,0.366,24,33,1,,17,0.172,0.008,0.108,9,8
118,0.441,0.714,0.295,27,51,1610612740,109,0.453,0.767,0.296,31,45,1,,9,-0.012,-0.053,-0.001,-4,6
106,0.447,0.739,0.419,24,41,1610612738,118,0.478,0.929,0.487,19,45,0,,-12,-0.031,-0.19,-0.068,5,-4
94,0.443,0.833,0.143,21,34,1610612758,112,0.526,0.559,0.433,25,40,0,,-18,-0.083,0.274,-0.29,-4,-6
125,0.443,0.735,0.378,25,53,1610612748,119,0.458,0.75,0.381,33,49,1,,6,-0.015,-0.015,-0.003,-8,4
129,0.511,0.9,0.4,27,48,1610612737,112,0.412,0.889,0.211,19,44,1,,17,0.099,0.011,0.189,8,4
134,0.48,0.758,0.429,27,41,1610612749,137,0.57,0.815,0.459,26,45,0,,-3,-0.09,-0.057,-0.03,1,-4
113,0.479,0.625,0.432,29,49,1610612753,115,0.494,0.824,0.382,27,41,0,,-2,-0.015,-0.199,0.05,2,8
123,0.5,0.677,0.333,20,38,1610612752,112,0.44,0.7,0.379,20,54,1,,11,0.06,-0.023,-0.046,0,-16
139,0.505,0.75,0.364,28,54,1610612750,123,0.442,0.706,0.357,16,42,1,,16,0.063,0.044,0.007,12,12
111,0.471,0.86,0.385,16,30,1610612756,131,0.563,0.875,0.6,33,38,0,,-20,-0.092,-0.015,-0.215,-17,-8
124,0.5,0.824,0.432,33,50,1610612763,97,0.416,0.727,0.259,20,45,1,,27,0.084,0.097,0.173,13,5
114,0.453,0.676,0.324,20,46,1610612738,112,0.458,0.767,0.382,20,44,1,,2,-0.005,-0.091,-0.058,0,2
127,0.511,0.889,0.386,32,57,1610612754,81,0.326,0.647,0.242,23,39,1,,46,0.185,0.242,0.144,9,18
128,0.589,0.647,0.367,29,38,1610612750,116,0.444,0.759,0.35,26,38,1,,12,0.145,-0.112,0.017,3,0
126,0.556,0.643,0.486,27,37,1610612764,117,0.507,0.861,0.4,24,34,1,,9,0.049,-0.218,0.086,3,3
131,0.575,0.875,0.455,28,54,1610612759,103,0.369,0.842,0.289,27,43,1,,28,0.206,0.033,0.166,1,11
101,0.435,0.667,0.314,28,48,1610612740,115,0.469,0.462,0.405,34,52,0,,-14,-0.034,0.205,-0.091,-6,-4
107,0.488,0.632,0.433,20,41,1610612765,104,0.43,0.95,0.314,18,44,1,,3,0.058,-0.318,0.119,2,-3
103,0.391,0.862,0.333,20,47,1610612758,112,0.449,0.769,0.387,25,48,0,,-9,-0.058,0.093,-0.054,-5,-1
86,0.352,0.571,0.343,22,45,1610612751,115,0.483,0.737,0.362,26,54,0,,-29,-0.131,-0.166,-0.019,-4,-9
111,0.439,0.654,0.216,27,53,1610612742,107,0.449,0.684,0.318,23,48,1,,4,-0.01,-0.03,-0.102,4,5
124,0.57,0.75,0.475,34,29,1610612739,105,0.481,0.727,0.361,29,40,1,,19,0.089,0.023,0.114,5,-11
104,0.434,0.857,0.368,18,38,1610612756,112,0.442,0.839,0.333,26,47,0,,-8,-0.008,0.018,0.035,-8,-9
119,0.527,0.692,0.341,35,57,1610612755,98,0.354,0.833,0.342,17,43,1,,21,0.173,-0.141,-0.001,18,14
110,0.467,0.792,0.226,18,46,1610612745,120,0.489,0.714,0.417,20,42,0,,-10,-0.022,0.078,-0.191,-2,4
106,0.394,0.789,0.209,21,48,1610612742,122,0.512,0.808,0.395,26,50,0,,-16,-0.118,-0.019,-0.186,-5,-2
108,0.387,0.739,0.243,24,47,1610612739,113,0.531,0.64,0.407,19,47,0,,-5,-0.144,0.099,-0.164,5,0
98,0.432,0.68,0.44,21,40,1610612754,106,0.409,0.788,0.286,20,50,0,,-8,0.023,-0.108,0.154,1,-10
118,0.525,0.909,0.378,24,48,1610612756,101,0.413,0.826,0.176,29,34,1,,17,0.112,0.083,0.202,-5,14
117,0.404,0.857,0.357,23,43,1610612738,127,0.463,0.784,0.345,21,58,0,,-10,-0.059,0.073,0.012,2,-15
113,0.46,0.889,0.346,19,44,1610612743,101,0.481,0.913,0.222,19,39,1,,12,-0.021,-0.024,0.124,0,5
104,0.427,0.846,0.364,25,47,1610612759,113,0.44,0.885,0.5,22,48,0,,-9,-0.013,-0.039,-0.136,3,-1
117,0.477,0.65,0.31,25,49,1610612763,105,0.457,0.516,0.333,22,50,1,,12,0.02,0.134,-0.023,3,-1
115,0.457,0.76,0.37,20,46,1610612740,128,0.536,0.606,0.529,36,46,0,,-13,-0.079,0.154,-0.159,-16,0
106,0.482,0.813,0.351,25,46,1610612749,126,0.505,0.815,0.303,24,41,0,,-20,-0.023,-0.002,0.048,1,5
129,0.482,0.886,0.457,22,41,1610612748,124,0.408,0.868,0.297,28,51,1,,5,0.074,0.018,0.16,-6,-10
112,0.442,0.914,0.182,19,48,1610612751,104,0.353,0.786,0.294,22,49,1,,8,0.089,0.128,-0.112,-3,-1
93,0.425,0.632,0.226,24,38,1610612766,103,0.473,0.862,0.286,22,44,0,,-10,-0.048,-0.23,-0.06,2,-6
129,0.506,0.722,0.487,22,27,1610612763,125,0.506,0.844,0.4,25,51,1,,4,0,-0.122,0.087,-3,-24
105,0.494,0.833,0.212,26,40,1610612745,135,0.529,0.909,0.51,31,36,0,,-30,-0.035,-0.076,-0.298,-5,4
141,0.437,0.825,0.419,22,51,1610612746,133,0.418,0.811,0.314,19,55,1,,8,0.019,0.014,0.105,3,-4
118,0.488,0.741,0.4,31,46,1610612760,123,0.5,0.818,0.481,28,40,0,,-5,-0.012,-0.077,-0.081,3,6
127,0.511,0.84,0.357,25,55,1610612737,105,0.429,0.8,0.382,24,38,1,,22,0.082,0.04,-0.025,1,17
116,0.458,0.889,0.333,34,46,1610612765,112,0.435,0.933,0.4,28,47,1,,4,0.023,-0.044,-0.067,6,-1
101,0.409,0.8,0.257,27,55,1610612761,91,0.378,0.769,0.302,21,42,1,,10,0.031,0.031,-0.045,6,13
118,0.523,0.792,0.333,28,44,1610612749,111,0.407,0.96,0.351,18,44,1,,7,0.116,-0.168,-0.018,10,0
96,0.409,0.724,0.13,19,52,1610612764,114,0.476,0.727,0.357,25,40,0,,-18,-0.067,-0.003,-0.227,-6,12
111,0.474,0.682,0.261,26,57,1610612757,104,0.371,0.792,0.351,21,51,1,,7,0.103,-0.11,-0.09,5,6
108,0.386,0.8,0.286,25,48,1610612766,115,0.467,0.652,0.412,22,52,0,,-7,-0.081,0.148,-0.126,3,-4
130,0.565,0.81,0.425,34,47,1610612758,111,0.414,0.773,0.308,26,40,1,,19,0.151,0.037,0.117,8,7
112,0.462,0.933,0.378,25,40,1610612744,106,0.506,0.895,0.355,27,38,1,,6,-0.044,0.038,0.023,-2,2
116,0.482,0.87,0.389,23,53,1610612748,101,0.432,0.75,0.333,19,37,1,,15,0.05,0.12,0.056,4,16
